make,model,variant,ex-showroom_price_inr,displacement_cc,cylinders,valves_per_cylinder,drivetrain,cylinder_configuration,emission_norm,engine_location,fuel_system,fuel_tank_capacity_litres,fuel_type,height_mm,length_mm,width_mm,body_type,doors,arai_certified_mileage_kmpl,kerb_weight_kg,gears,ground_clearance_mm,front_brakes,rear_brakes,front_suspension,rear_suspension,front_track_mm,rear_track_mm,f_tire_diameter_inch,f_tire_aspect_ratio,f_tire_width_mm,r_tire_diameter_inch,r_tire_aspect_ratio,r_tire_width_mm,power_steering,power_windows,power_seats,keyless_entry,power_rpm,power_ps,torque_rpm,torque_nm,odometer,speedometer,tachometer,tripmeter,seating_capacity,seats_material,type,wheelbase_mm,start_/_stop_button,12v_power_outlet,audiosystem,aux-in_compatibility,average_fuel_consumption,basic_warranty_years,bluetooth,boot-lid_opener,boot_space_litres,cd_/_mp3_/_dvd_player,central_locking,child_safety_locks,clock,cup_holders,distance_to_empty,door_pockets,engine_malfunction_light,fm_radio,fuel-lid_opener,fuel_gauge,handbrake,instrument_console,low_fuel_warning,minimum_turning_radius_meter,multifunction_display,sun_visor,third_row_ac_vents,ventilation_system,auto-dimming_rear-view_mirror,hill_assist,gear_indicator,engine_immobilizer,seat_back_pockets,abs_(anti-lock_braking_system),headlight_reminder,adjustable_headrests,gross_vehicle_weight,airbags,door_ajar_warning,ebd_(electronic_brake-force_distribution),fasten_seat_belt_warning,gear_shift_reminder,number_of_airbags,adjustable_steering_column,parking_assistance,key_off_reminder,usb_compatibility,cigarette_lighter,infotainment_screen,multifunction_steering_wheel,average_speed,eba_(electronic_brake_assist),seat_height_adjustment,navigation_system,second_row_ac_vents,rear_center_armrest,ipod_compatibility,esp_(electronic_stability_program),cooled_glove_box,turbocharger,isofix_(child-seat_mount),rain_sensing_wipers,leather_wrapped_steering,automatic_headlamps,asr_/_traction_control,cruise_control
Volkswagen,Ameo,Gt Line Tdi Dsg,999900,1498.0,4.0,4.0,FWD ,In-line,BS IV,Front-Longitudinal,Injection,45.0,Diesel,1483.0,3995.0,1682.0,Sedan,4.0,21.73,1184.0,7.0,165.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1460.0,1456.0,16.0,55.0,195.0,16.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,4400.0,110.0,2000.0,250.0,Analog,Digital,Yes,Yes,5.0,Fabric,Automatic,2470.0,No,Yes,Yes,Yes,Yes,2.0,Yes,Yes,330.0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
Ford,Aspire,1.2 Ti-Vct Ambiente,598500,1194.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,42.0,Petrol,1525.0,3995.0,1704.0,Sedan,4.0,20.4,10161043.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,14.0,65.0,175.0,14.0,65.0,175.0,Electric Power,Front Windows,Non Powered,Yes,6500.0,96.0,4250.0,120.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2490.0,No,Yes,Yes,No,No,2.0,No,Yes,378.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Ford,Aspire,1.2 Ti-Vct Trend Plus,697400,1194.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,42.0,Petrol,1525.0,3995.0,1704.0,Sedan,4.0,20.4,10161043.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,14.0,65.0,175.0,14.0,65.0,175.0,Electric Power,All Windows,Non Powered,Yes,6500.0,96.0,4250.0,120.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2490.0,No,Yes,Yes,No,No,2.0,Yes,Yes,378.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
Ford,Aspire,1.2 Ti-Vct Trend,663400,1194.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,42.0,Petrol,1525.0,3995.0,1704.0,Sedan,4.0,20.4,10161043.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,14.0,65.0,175.0,14.0,65.0,175.0,Electric Power,All Windows,Non Powered,Yes,6500.0,96.0,4250.0,120.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2490.0,No,Yes,Yes,Yes,No,2.0,Yes,Yes,378.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Ford,Aspire,1.5 Tdci Ambiente,699400,1498.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,40.0,Diesel,1525.0,3995.0,1704.0,Sedan,4.0,26.1,10531080.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,14.0,65.0,175.0,14.0,65.0,175.0,Electric Power,Front Windows,Non Powered,Yes,3750.0,100.0,3000.0,215.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2490.0,No,Yes,Yes,No,No,2.0,No,Yes,378.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Ford,Aspire,1.5 Tdci Trend,737400,1498.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,40.0,Diesel,1525.0,3995.0,1704.0,Sedan,4.0,26.1,10531080.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,14.0,65.0,175.0,14.0,65.0,175.0,Electric Power,All Windows,Non Powered,Yes,3750.0,100.0,3000.0,215.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2490.0,No,Yes,Yes,Yes,No,2.0,Yes,Yes,378.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,2.0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Ford,Aspire,1.5 Tdci Trend Plus,777400,1498.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,40.0,Diesel,1525.0,3995.0,1705.0,Sedan,4.0,26.1,10531080.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,14.0,65.0,175.0,14.0,65.0,175.0,Electric Power,All Windows,Non Powered,Yes,3750.0,100.0,3000.0,215.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2490.0,No,Yes,Yes,Yes,No,2.0,Yes,Yes,378.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
Ford,Aspire,1.5 Tdci Titanium,817400,1498.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,40.0,Diesel,1525.0,3995.0,1704.0,Sedan,4.0,26.1,10531080.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,15.0,55.0,195.0,15.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,3750.0,100.0,3000.0,215.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2490.0,No,Yes,Yes,Yes,No,2.0,Yes,Yes,378.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
Ford,Aspire,1.5 Tdci Titanium Plus,862400,1498.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,40.0,Diesel,1525.0,3995.0,1704.0,Sedan,4.0,26.1,10531080.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,15.0,55.0,195.0,15.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,3700.0,100.0,3000.0,215.0,Digital,Analog,Yes,Yes,5.0,Leather,Manual,2490.0,No,Yes,Yes,Yes,No,2.0,Yes,Yes,378.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.0,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No
Ford,Aspire,1.2 Ti-Vct Titanium Plus,782400,1194.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,42.0,Petrol,1525.0,3995.0,1704.0,Sedan,4.0,19.4,1235.5,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,15.0,55.0,195.0,15.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,6500.0,96.0,4250.0,120.0,Digital,Analog,Yes,Yes,5.0,Leather,Manual,2490.0,No,Yes,Yes,Yes,No,2.0,Yes,Yes,378.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,6.0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No
Ford,Aspire,1.2 Ti-Vct Titanium,737400,1194.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,42.0,Petrol,1525.0,3995.0,1704.0,Sedan,4.0,19.4,10161043.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,15.0,55.0,195.0,15.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,6500.0,96.0,4250.0,120.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2490.0,No,Yes,Yes,Yes,No,2.0,Yes,Yes,378.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
Ford,Aspire,1.2 Trend Plus Cng,758314,1194.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,42.0,CNG,1525.0,3995.0,1704.0,Sedan,4.0,20.4,10161043.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,14.0,65.0,175.0,14.0,65.0,175.0,Electric Power,All Windows,Non Powered,Yes,6300.0,96.0,4250.0,120.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2490.0,No,Yes,Yes,No,No,2.0,Yes,Yes,378.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
Ford,Aspire,1.2 Ti-Vct Blu,762400,1194.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,42.0,Petrol,1525.0,3995.0,1704.0,Sedan,4.0,19.4,10161043.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,15.0,55.0,195.0,15.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,6500.0,96.0,4250.0,120.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2490.0,Yes,Yes,Yes,Yes,No,2.0,Yes,Yes,378.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No
Ford,Aspire,1.5 Tdci Blu,842400,1498.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,40.0,Diesel,1525.0,3995.0,1704.0,Sedan,4.0,26.1,10531080.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Independent Suspension,1520.0,1525.0,15.0,55.0,195.0,15.0,55.0,195.0,Electric Power,All Windows,Non Powered,Yes,3750.0,100.0,3000.0,215.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2490.0,Yes,Yes,Yes,Yes,No,2.0,Yes,Yes,378.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,53.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.0,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No
Toyota,Platinum Etios,G,627100,1496.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Petrol,1510.0,4369.0,1695.0,Sedan,4.0,16.78,935.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1475.0,1485.0,15.0,70.0,175.0,15.0,70.0,175.0,Electric Power,All Windows,Non Powered,Yes,5600.0,90.0,3000.0,132.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2550.0,No,Yes,Yes,No,No,3.0,No,Yes,592.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,49.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
Toyota,Platinum Etios,V,718600,1496.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Petrol,1510.0,4369.0,1695.0,Sedan,4.0,16.78,935.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1475.0,1485.0,15.0,60.0,185.0,15.0,60.0,185.0,Electric Power,All Windows,Non Powered,Yes,5600.0,90.0,3000.0,132.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2550.0,No,Yes,Yes,Yes,No,3.0,Yes,Yes,592.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,49.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
Toyota,Platinum Etios,Gd,734700,1364.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Diesel,1510.0,4369.0,1695.0,Sedan,4.0,23.59,1020.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1475.0,1485.0,15.0,70.0,175.0,15.0,70.0,175.0,Electric Power,All Windows,Non Powered,Yes,3800.0,68.0,2000.0,170.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2550.0,No,Yes,Yes,No,No,3.0,No,Yes,592.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,49.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
Toyota,Platinum Etios,Vd,828600,1364.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Diesel,1510.0,4369.0,1695.0,Sedan,4.0,23.59,1020.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1475.0,1485.0,15.0,60.0,185.0,15.0,60.0,185.0,Electric Power,All Windows,Non Powered,Yes,3800.0,68.0,2000.0,170.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2550.0,No,Yes,Yes,Yes,No,3.0,Yes,Yes,592.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,48.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
Toyota,Platinum Etios,Vxd,888400,1364.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Diesel,1510.0,4369.0,1695.0,Sedan,4.0,23.59,1020.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,60.0,185.0,15.0,60.0,185.0,Electric Power,All Windows,Non Powered,Yes,3800.0,68.0,2000.0,170.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2550.0,No,Yes,Yes,Yes,No,3.0,Yes,Yes,592.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,49.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.0,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
Toyota,Platinum Etios,Vx,778400,1496.0,4.0,4.0,FWD ,In-line,BS IV,Front-Longitudinal,Injection,45.0,Petrol,1510.0,4369.0,1695.0,Sedan,4.0,16.78,990.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,60.0,185.0,15.0,60.0,185.0,Hydraulic Power,All Windows,Non Powered,Yes,5600.0,90.0,3000.0,132.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2550.0,No,Yes,Yes,Yes,No,2.0,Yes,Yes,592.0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,48.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.0,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No
Toyota,Platinum Etios,Gx,689600,1496.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Petrol,1510.0,4369.0,1695.0,Sedan,4.0,16.78,935.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1475.0,1485.0,15.0,70.0,175.0,15.0,70.0,175.0,Electric Power,All Windows,Non Powered,Yes,5600.0,90.0,3000.0,132.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2550.0,No,Yes,Yes,No,No,3.0,No,Yes,592.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,49.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
Toyota,Platinum Etios,Gxd,799600,1364.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Diesel,1510.0,4369.0,1695.0,Sedan,4.0,23.59,1020.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1475.0,1485.0,15.0,60.0,185.0,15.0,60.0,185.0,Electric Power,All Windows,Non Powered,Yes,3800.0,68.0,2000.0,170.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2550.0,No,Yes,Yes,Yes,No,3.0,Yes,Yes,592.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,48.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,2.0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
Toyota,Platinum Etios,Vxd Limited Edition,913400,1364.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Diesel,1510.0,4369.0,1695.0,Sedan,4.0,23.59,1020.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,60.0,185.0,15.0,60.0,185.0,Electric Power,All Windows,Non Powered,Yes,3800.0,68.0,2000.0,170.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2550.0,No,Yes,Yes,Yes,No,3.0,Yes,Yes,592.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,49.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.0,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
Toyota,Platinum Etios,Vx Limited Edition,803400,1496.0,4.0,4.0,FWD ,In-line,BS IV,Front-Longitudinal,Injection,45.0,Petrol,1510.0,4369.0,1695.0,Sedan,4.0,16.78,990.0,5.0,170.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,60.0,185.0,15.0,60.0,185.0,Hydraulic Power,All Windows,Non Powered,Yes,5600.0,90.0,3000.0,132.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2550.0,No,Yes,Yes,Yes,No,2.0,Yes,Yes,592.0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,48.0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.0,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No
Toyota,Etios Cross,V,802000,1496.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Petrol,1555.0,3895.0,1735.0,Hatchback,5.0,16.78,950.0,5.0,174.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,60.0,185.0,15.0,60.0,185.0,Electric Power,All Windows,Non Powered,Yes,5600.0,90.0,3000.0,132.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2460.0,No,Yes,Yes,Yes,No,3.0,Yes,Yes,251.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,48.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.0,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Toyota,Etios Cross,G,650000,1197.0,4.0,4.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Petrol,1555.0,3895.0,1735.0,Hatchback,5.0,17.71,935.0,5.0,174.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,60.0,185.0,15.0,60.0,185.0,Electric Power,All Windows,Non Powered,Yes,5600.0,80.0,3100.0,104.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2460.0,No,Yes,Yes,No,No,3.0,No,Yes,251.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,48.0,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,2.0,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Toyota,Etios Cross,Vd,797500,1364.0,4.0,2.0,FWD ,In-line,BS IV,Front-Transverse,Injection,45.0,Diesel,1555.0,3895.0,1735.0,Hatchback,5.0,23.59,1030.0,5.0,174.0,Ventilated Disc,Drum,MacPherson Suspension,Torsion Beam Suspension,1520.0,1525.0,15.0,60.0,185.0,15.0,60.0,185.0,Electric Power,All Windows,Non Powered,Yes,3800.0,68.0,2000.0,170.0,Digital,Analog,Yes,Yes,5.0,Fabric,Manual,2460.0,No,Yes,Yes,Yes,No,3.0,Yes,Yes,251.0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,48.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.0,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No
